12400,NULL,201,scissors,loss,-1,171,8c59973c-5847-470a-bee0-7c1bd99ebd118486fa55-d00e-43bb-913d-52df56f3e7b6
12402,STAY,202,scissors,win,3,170,8c59973c-5847-470a-bee0-7c1bd99ebd118486fa55-d00e-43bb-913d-52df56f3e7b6
12404,DOWN,203,paper,loss,-1,173,8c59973c-5847-470a-bee0-7c1bd99ebd118486fa55-d00e-43bb-913d-52df56f3e7b6
12406,DOWN,204,rock,tie,0,172,8c59973c-5847-470a-bee0-7c1bd99ebd118486fa55-d00e-43bb-913d-52df56f3e7b6
12408,DOWN,205,scissors,win,3,172,8c59973c-5847-470a-bee0-7c1bd99ebd118486fa55-d00e-43bb-913d-52df56f3e7b6
12410,STAY,206,scissors,tie,0,175,8c59973c-5847-470a-bee0-7c1bd99ebd118486fa55-d00e-43bb-913d-52df56f3e7b6
12412,DOWN,207,paper,tie,0,175,8c59973c-5847-470a-bee0-7c1bd99ebd118486fa55-d00e-43bb-913d-52df56f3e7b6
12414,DOWN,208,rock,win,3,175,8c59973c-5847-470a-bee0-7c1bd99ebd118486fa55-d00e-43bb-913d-52df56f3e7b6
12416,UP,209,paper,win,3,178,8c59973c-5847-470a-bee0-7c1bd99ebd118486fa55-d00e-43bb-913d-52df56f3e7b6
12418,DOWN,210,rock,win,3,181,8c59973c-5847-470a-bee0-7c1bd99ebd118486fa55-d00e-43bb-913d-52df56f3e7b6
12420,STAY,211,rock,tie,0,184,8c59973c-5847-470a-bee0-7c1bd99ebd118486fa55-d00e-43bb-913d-52df56f3e7b6
12422,DOWN,212,scissors,win,3,184,8c59973c-5847-470a-bee0-7c1bd99ebd118486fa55-d00e-43bb-913d-52df56f3e7b6
12424,DOWN,213,paper,win,3,187,8c59973c-5847-470a-bee0-7c1bd99ebd118486fa55-d00e-43bb-913d-52df56f3e7b6
12426,UP,214,scissors,win,3,190,8c59973c-5847-470a-bee0-7c1bd99ebd118486fa55-d00e-43bb-913d-52df56f3e7b6
12428,UP,215,rock,win,3,193,8c59973c-5847-470a-bee0-7c1bd99ebd118486fa55-d00e-43bb-913d-52df56f3e7b6
12430,DOWN,216,scissors,loss,-1,196,8c59973c-5847-470a-bee0-7c1bd99ebd118486fa55-d00e-43bb-913d-52df56f3e7b6
12432,DOWN,217,paper,tie,0,195,8c59973c-5847-470a-bee0-7c1bd99ebd118486fa55-d00e-43bb-913d-52df56f3e7b6
12434,DOWN,218,rock,win,3,195,8c59973c-5847-470a-bee0-7c1bd99ebd118486fa55-d00e-43bb-913d-52df56f3e7b6
12436,DOWN,219,scissors,loss,-1,198,8c59973c-5847-470a-bee0-7c1bd99ebd118486fa55-d00e-43bb-913d-52df56f3e7b6
12438,DOWN,220,paper,tie,0,197,8c59973c-5847-470a-bee0-7c1bd99ebd118486fa55-d00e-43bb-913d-52df56f3e7b6
12440,DOWN,221,rock,win,3,197,8c59973c-5847-470a-bee0-7c1bd99ebd118486fa55-d00e-43bb-913d-52df56f3e7b6
12442,DOWN,222,scissors,tie,0,200,8c59973c-5847-470a-bee0-7c1bd99ebd118486fa55-d00e-43bb-913d-52df56f3e7b6
12444,DOWN,223,paper,loss,-1,200,8c59973c-5847-470a-bee0-7c1bd99ebd118486fa55-d00e-43bb-913d-52df56f3e7b6
12446,DOWN,224,rock,tie,0,199,8c59973c-5847-470a-bee0-7c1bd99ebd118486fa55-d00e-43bb-913d-52df56f3e7b6
12448,DOWN,225,scissors,tie,0,199,8c59973c-5847-470a-bee0-7c1bd99ebd118486fa55-d00e-43bb-913d-52df56f3e7b6
12450,DOWN,226,paper,tie,0,199,8c59973c-5847-470a-bee0-7c1bd99ebd118486fa55-d00e-43bb-913d-52df56f3e7b6
12452,UP,227,scissors,loss,-1,199,8c59973c-5847-470a-bee0-7c1bd99ebd118486fa55-d00e-43bb-913d-52df56f3e7b6
12454,STAY,228,scissors,tie,0,198,8c59973c-5847-470a-bee0-7c1bd99ebd118486fa55-d00e-43bb-913d-52df56f3e7b6
12456,STAY,229,scissors,loss,-1,198,8c59973c-5847-470a-bee0-7c1bd99ebd118486fa55-d00e-43bb-913d-52df56f3e7b6
12458,DOWN,230,paper,tie,0,197,8c59973c-5847-470a-bee0-7c1bd99ebd118486fa55-d00e-43bb-913d-52df56f3e7b6
12460,DOWN,231,rock,tie,0,197,8c59973c-5847-470a-bee0-7c1bd99ebd118486fa55-d00e-43bb-913d-52df56f3e7b6
12462,STAY,232,rock,win,3,197,8c59973c-5847-470a-bee0-7c1bd99ebd118486fa55-d00e-43bb-913d-52df56f3e7b6
12464,DOWN,233,scissors,loss,-1,200,8c59973c-5847-470a-bee0-7c1bd99ebd118486fa55-d00e-43bb-913d-52df56f3e7b6
12466,UP,234,rock,loss,-1,199,8c59973c-5847-470a-bee0-7c1bd99ebd118486fa55-d00e-43bb-913d-52df56f3e7b6
12468,UP,235,paper,tie,0,198,8c59973c-5847-470a-bee0-7c1bd99ebd118486fa55-d00e-43bb-913d-52df56f3e7b6
12470,DOWN,236,rock,tie,0,198,8c59973c-5847-470a-bee0-7c1bd99ebd118486fa55-d00e-43bb-913d-52df56f3e7b6
12472,STAY,237,rock,win,3,198,8c59973c-5847-470a-bee0-7c1bd99ebd118486fa55-d00e-43bb-913d-52df56f3e7b6
12474,UP,238,paper,win,3,201,8c59973c-5847-470a-bee0-7c1bd99ebd118486fa55-d00e-43bb-913d-52df56f3e7b6
12476,UP,239,scissors,loss,-1,204,8c59973c-5847-470a-bee0-7c1bd99ebd118486fa55-d00e-43bb-913d-52df56f3e7b6
12478,UP,240,rock,loss,-1,203,8c59973c-5847-470a-bee0-7c1bd99ebd118486fa55-d00e-43bb-913d-52df56f3e7b6
12480,UP,241,paper,tie,0,202,8c59973c-5847-470a-bee0-7c1bd99ebd118486fa55-d00e-43bb-913d-52df56f3e7b6
12482,STAY,242,paper,win,3,202,8c59973c-5847-470a-bee0-7c1bd99ebd118486fa55-d00e-43bb-913d-52df56f3e7b6
12484,UP,243,scissors,tie,0,205,8c59973c-5847-470a-bee0-7c1bd99ebd118486fa55-d00e-43bb-913d-52df56f3e7b6
12486,DOWN,244,paper,tie,0,205,8c59973c-5847-470a-bee0-7c1bd99ebd118486fa55-d00e-43bb-913d-52df56f3e7b6
12488,STAY,245,paper,loss,-1,205,8c59973c-5847-470a-bee0-7c1bd99ebd118486fa55-d00e-43bb-913d-52df56f3e7b6
12490,DOWN,246,rock,tie,0,204,8c59973c-5847-470a-bee0-7c1bd99ebd118486fa55-d00e-43bb-913d-52df56f3e7b6
12492,DOWN,247,scissors,win,3,204,8c59973c-5847-470a-bee0-7c1bd99ebd118486fa55-d00e-43bb-913d-52df56f3e7b6
12494,STAY,248,scissors,tie,0,207,8c59973c-5847-470a-bee0-7c1bd99ebd118486fa55-d00e-43bb-913d-52df56f3e7b6
