1600,NULL,201,scissors,tie,0,164,0283f6be-802c-4f51-bd49-7ddbc6d9dc8413de09a7-24c9-4665-aedf-9a970f79563c
1602,UP,202,rock,loss,-1,164,0283f6be-802c-4f51-bd49-7ddbc6d9dc8413de09a7-24c9-4665-aedf-9a970f79563c
1604,DOWN,203,scissors,win,3,163,0283f6be-802c-4f51-bd49-7ddbc6d9dc8413de09a7-24c9-4665-aedf-9a970f79563c
1606,STAY,204,scissors,tie,0,166,0283f6be-802c-4f51-bd49-7ddbc6d9dc8413de09a7-24c9-4665-aedf-9a970f79563c
1608,DOWN,205,paper,win,3,166,0283f6be-802c-4f51-bd49-7ddbc6d9dc8413de09a7-24c9-4665-aedf-9a970f79563c
1610,UP,206,scissors,loss,-1,169,0283f6be-802c-4f51-bd49-7ddbc6d9dc8413de09a7-24c9-4665-aedf-9a970f79563c
1612,STAY,207,scissors,win,3,168,0283f6be-802c-4f51-bd49-7ddbc6d9dc8413de09a7-24c9-4665-aedf-9a970f79563c
1614,DOWN,208,paper,loss,-1,171,0283f6be-802c-4f51-bd49-7ddbc6d9dc8413de09a7-24c9-4665-aedf-9a970f79563c
1616,STAY,209,paper,tie,0,170,0283f6be-802c-4f51-bd49-7ddbc6d9dc8413de09a7-24c9-4665-aedf-9a970f79563c
1618,UP,210,scissors,loss,-1,170,0283f6be-802c-4f51-bd49-7ddbc6d9dc8413de09a7-24c9-4665-aedf-9a970f79563c
1620,STAY,211,scissors,tie,0,169,0283f6be-802c-4f51-bd49-7ddbc6d9dc8413de09a7-24c9-4665-aedf-9a970f79563c
1622,UP,212,rock,loss,-1,169,0283f6be-802c-4f51-bd49-7ddbc6d9dc8413de09a7-24c9-4665-aedf-9a970f79563c
1624,STAY,213,rock,win,3,168,0283f6be-802c-4f51-bd49-7ddbc6d9dc8413de09a7-24c9-4665-aedf-9a970f79563c
1626,DOWN,214,scissors,win,3,171,0283f6be-802c-4f51-bd49-7ddbc6d9dc8413de09a7-24c9-4665-aedf-9a970f79563c
1628,STAY,215,scissors,loss,-1,174,0283f6be-802c-4f51-bd49-7ddbc6d9dc8413de09a7-24c9-4665-aedf-9a970f79563c
1630,DOWN,216,paper,win,3,173,0283f6be-802c-4f51-bd49-7ddbc6d9dc8413de09a7-24c9-4665-aedf-9a970f79563c
1632,UP,217,scissors,win,3,176,0283f6be-802c-4f51-bd49-7ddbc6d9dc8413de09a7-24c9-4665-aedf-9a970f79563c
1634,UP,218,rock,win,3,179,0283f6be-802c-4f51-bd49-7ddbc6d9dc8413de09a7-24c9-4665-aedf-9a970f79563c
1636,DOWN,219,scissors,win,3,182,0283f6be-802c-4f51-bd49-7ddbc6d9dc8413de09a7-24c9-4665-aedf-9a970f79563c
1638,UP,220,rock,tie,0,185,0283f6be-802c-4f51-bd49-7ddbc6d9dc8413de09a7-24c9-4665-aedf-9a970f79563c
1640,DOWN,221,scissors,win,3,185,0283f6be-802c-4f51-bd49-7ddbc6d9dc8413de09a7-24c9-4665-aedf-9a970f79563c
1642,UP,222,rock,win,3,188,0283f6be-802c-4f51-bd49-7ddbc6d9dc8413de09a7-24c9-4665-aedf-9a970f79563c
1644,UP,223,paper,tie,0,191,0283f6be-802c-4f51-bd49-7ddbc6d9dc8413de09a7-24c9-4665-aedf-9a970f79563c
1646,NO INFO,224,,,0,191,0283f6be-802c-4f51-bd49-7ddbc6d9dc8413de09a7-24c9-4665-aedf-9a970f79563c
1648,NO INFO,225,,,0,191,0283f6be-802c-4f51-bd49-7ddbc6d9dc8413de09a7-24c9-4665-aedf-9a970f79563c
1650,NO INFO,226,,,0,191,0283f6be-802c-4f51-bd49-7ddbc6d9dc8413de09a7-24c9-4665-aedf-9a970f79563c
1652,NO INFO,227,,,0,191,0283f6be-802c-4f51-bd49-7ddbc6d9dc8413de09a7-24c9-4665-aedf-9a970f79563c
1654,NO INFO,228,scissors,tie,0,191,0283f6be-802c-4f51-bd49-7ddbc6d9dc8413de09a7-24c9-4665-aedf-9a970f79563c
1656,DOWN,229,paper,tie,0,191,0283f6be-802c-4f51-bd49-7ddbc6d9dc8413de09a7-24c9-4665-aedf-9a970f79563c
1658,DOWN,230,rock,win,3,191,0283f6be-802c-4f51-bd49-7ddbc6d9dc8413de09a7-24c9-4665-aedf-9a970f79563c
1660,DOWN,231,scissors,loss,-1,194,0283f6be-802c-4f51-bd49-7ddbc6d9dc8413de09a7-24c9-4665-aedf-9a970f79563c
1662,DOWN,232,paper,win,3,193,0283f6be-802c-4f51-bd49-7ddbc6d9dc8413de09a7-24c9-4665-aedf-9a970f79563c
1664,STAY,233,paper,tie,0,196,0283f6be-802c-4f51-bd49-7ddbc6d9dc8413de09a7-24c9-4665-aedf-9a970f79563c
1666,DOWN,234,rock,win,3,196,0283f6be-802c-4f51-bd49-7ddbc6d9dc8413de09a7-24c9-4665-aedf-9a970f79563c
1668,DOWN,235,scissors,tie,0,199,0283f6be-802c-4f51-bd49-7ddbc6d9dc8413de09a7-24c9-4665-aedf-9a970f79563c
1670,STAY,236,scissors,win,3,199,0283f6be-802c-4f51-bd49-7ddbc6d9dc8413de09a7-24c9-4665-aedf-9a970f79563c
